staging_mode,batch_size,context_length,decode_step,decode_position,attn_layer_id,prev_attn_layer_id,T_gap_ms,T_stage_ms,T_attn_ms,wait_before_attention_ms,hideability,overlap_ratio_wait_based,stage_target,gap_slowdown_ms,gap_slowdown_pct,net_stage_cost_ms,effective_overlap_wall_clock
dequant,8,2048,10,2062,7,,6.7348480224609375,2.2814719676971436,1.5523840188980103,0.021503999829292297,2.951974916991381,0.9905745062250325,KV,2.3787522315979004,54.60743624112586,2.3787522315979004,0.0
dequant,8,2048,10,2062,18,7,5.837823867797852,0.40243199467658997,1.5697920322418213,0.020479999482631683,14.506361186538745,0.9491094153706884,KV,0.41062402725219727,7.566038460284758,0.41062402725219727,0.0
dequant,8,2048,10,2062,29,18,5.865471839904785,0.40243199467658997,1.5656960010528564,0.01945599913597107,14.575063408212626,0.9516539455278483,KV,0.3962879180908203,7.2458327193974394,0.3962879180908203,0.015267366081832767
dequant,8,2048,10,2062,40,29,5.8521599769592285,0.40243199467658997,1.5738879442214966,0.01945599913597107,14.541984867933406,0.9516539455278483,KV,0.4136958122253418,7.6068500167378525,0.4136958122253418,0.0
dequant,8,2048,11,2063,7,,6.6754560470581055,2.2906880378723145,1.5800319910049438,0.020479999482631683,2.9141707367793934,0.9910594550004049,KV,2.3295998573303223,53.60508391503503,2.3295998573303223,0.0
dequant,8,2048,11,2063,18,7,5.909503936767578,0.40140798687934875,1.5718400478363037,0.020479999482631683,14.721939099193357,0.9489795914579364,KV,0.2938880920410156,5.2334080565178995,0.2938880920410156,0.2678568896304756
dequant,8,2048,11,2063,29,18,5.848063945770264,0.40140798687934875,1.5738879442214966,0.020479999482631683,14.568877892128283,0.9489795914579364,KV,0.3645439147949219,6.6479909389531535,0.3645439147949219,0.09183691727466081
dequant,8,2048,11,2063,40,29,5.829631805419922,0.40243199467658997,1.5769599676132202,0.020479999482631683,14.486004797170366,0.9491094153706884,KV,0.3839998245239258,7.051519931406464,0.3839998245239258,0.045801950134399694
dequant,8,2048,12,2064,7,,6.717440128326416,2.293760061264038,1.5831040143966675,0.020479999482631683,2.9285714062980897,0.9910714290354564,KV,2.1626882553100586,47.48202131761419,2.1626882553100586,0.05714277101927956
dequant,8,2048,12,2064,18,7,5.86956787109375,0.40243199467658997,1.5769599676132202,0.021503999829292297,14.585241602896817,0.9465648852135284,KV,0.41676807403564453,7.643194130481358,0.41676807403564453,0.0
dequant,8,2048,12,2064,29,18,5.838848114013672,0.40243199467658997,1.5718400478363037,0.02457600086927414,14.508906327654186,0.9389312947420486,KV,0.3973121643066406,7.301470907823951,0.3973121643066406,0.012722224966391749
dequant,8,2048,12,2064,40,29,5.910528182983398,0.40243199467658997,1.581055998802185,0.020479999482631683,14.687023549738706,0.9491094153706884,KV,0.5048322677612305,9.338895041055641,0.5048322677612305,0.0
dequant,8,2048,13,2065,7,,6.762495994567871,2.309119939804077,1.5718400478363037,0.020479999482631683,2.9286031782054818,0.9911308203919588,KV,2.4350719451904297,56.27070324991025,2.4350719451904297,0.0
dequant,8,2048,13,2065,18,7,5.810175895690918,0.40243199467658997,1.5738879442214966,0.020479999482631683,14.437658964864863,0.9491094153706884,KV,0.3665919303894043,6.734385521122372,0.3665919303894043,0.08905868509780923
dequant,8,2048,13,2065,29,18,5.864448070526123,0.40243199467658997,1.572864055633545,0.020479999482631683,14.572519451985974,0.9491094153706884,KV,0.43827199935913086,8.076995541813906,0.43827199935913086,0.0
dequant,8,2048,13,2065,40,29,5.840896129608154,0.40243199467658997,1.5554560422897339,0.01945599913597107,14.513995424996281,0.9516539455278483,KV,0.39116811752319336,7.177754865119222,0.39116811752319336,0.027989516992675267
dequant,8,2048,14,2066,7,,6.719488143920898,2.2824959754943848,1.5749119520187378,0.020479999482631683,2.943921135486545,0.9910273666624119,KV,2.372608184814453,54.581865778096436,2.372608184814453,0.0
dequant,8,2048,14,2066,18,7,5.82041597366333,0.40243199467658997,1.5708160400390625,0.020479999482631683,14.463104451575335,0.9491094153706884,KV,0.3553280830383301,6.501781675787358,0.3553280830383301,0.11704812803493525
dequant,8,2048,14,2066,29,18,5.843967914581299,0.40243199467658997,1.5800319910049438,0.020479999482631683,14.52162847856503,0.9491094153706884,KV,0.39833593368530273,7.314778800380164,0.39833593368530273,0.010178268739738261
dequant,8,2048,14,2066,40,29,5.835775852203369,0.4034560024738312,1.556480050086975,0.020479999482631683,14.46446655005929,0.9492385802737932,KV,0.025599956512451172,0.44060553367131666,0.025599956512451172,0.9365483315269014
dequant,8,2048,15,2067,7,,6.7399678230285645,2.273279905319214,1.563647985458374,0.020479999482631683,2.96486491050126,0.9909909908433577,KV,2.4504318237304688,57.12580158160316,2.4504318237304688,0.0
dequant,8,2048,15,2067,18,7,5.811200141906738,0.40243199467658997,1.5861760377883911,0.020479999482631683,14.440204105980303,0.9491094153706884,KV,0.35328006744384766,6.472796644582848,0.35328006744384766,0.12213722537702976
dequant,8,2048,15,2067,29,18,5.838848114013672,0.40243199467658997,1.556480050086975,0.020479999482631683,14.508906327654186,0.9491094153706884,KV,0.38809633255004883,7.120051473814097,0.38809633255004883,0.03562257056142326
dequant,8,2048,15,2067,40,29,5.856256008148193,0.4034560024738312,1.575935959815979,0.020479999482631683,14.515228357590342,0.9492385802737932,KV,0.4147200584411621,7.621378637836443,0.4147200584411621,0.0
dequant,8,2048,16,2068,7,,6.846464157104492,2.4330239295959473,1.563647985458374,0.020479999482631683,2.8139732099722856,0.9915824915515595,KV,2.5180163383483887,58.173655864286445,2.5180163383483887,0.0
dequant,8,2048,16,2068,18,7,5.873663902282715,0.40243199467658997,1.5708160400390625,0.020479999482631683,14.595419797581005,0.9491094153706884,KV,0.38195180892944336,6.9550588675565725,0.38195180892944336,0.0508910474764942
dequant,8,2048,16,2068,29,18,5.916672229766846,0.4034560024738312,1.5677440166473389,0.01945599913597107,14.664975098866229,0.9517766521834484,KV,0.42803239822387695,7.798514957458018,0.42803239822387695,0.0
dequant,8,2048,16,2068,40,29,5.831679821014404,0.4034560024738312,1.5800319910049438,0.020479999482631683,14.454314188553079,0.9492385802737932,KV,0.3573756217956543,6.5282382708409985,0.3573756217956543,0.11421414081245629
dequant,8,2048,17,2069,7,,6.711296081542969,2.2865920066833496,1.5697920322418213,0.020479999482631683,2.9350649621475555,0.9910434395717418,KV,2.397183895111084,55.5661000808082,2.397183895111084,0.0
dequant,8,2048,17,2069,18,7,5.876736164093018,0.40243199467658997,1.5626239776611328,0.020479999482631683,14.603054036038541,0.9491094153706884,KV,0.41881608963012695,7.673547503741015,0.41881608963012695,0.0
dequant,8,2048,17,2069,29,18,5.843967914581299,0.4034560024738312,1.5738879442214966,0.020479999482631683,14.484771273071711,0.9492385802737932,KV,-0.35430431365966797,-5.716178648065244,0.0,1.0
dequant,8,2048,17,2069,40,29,5.941247940063477,0.40243199467658997,1.5820800065994263,0.020479999482631683,14.763358824981337,0.9491094153706884,KV,0.47513580322265625,8.6923903375547,0.47513580322265625,0.0
dequant,8,2048,18,2070,7,,6.742015838623047,2.3009281158447266,1.5605759620666504,0.020479999482631683,2.9301288433115125,0.99109924410867,KV,2.3664636611938477,54.083771949994976,2.3664636611938477,0.0
dequant,8,2048,18,2070,18,7,5.865471839904785,0.40243199467658997,1.5769599676132202,0.020479999482631683,14.575063408212626,0.9491094153706884,KV,0.4157438278198242,7.628707834554273,0.4157438278198242,0.0
dequant,8,2048,18,2070,29,18,5.862400054931641,0.4044800102710724,1.59334397315979,0.01945599913597107,14.493670653842218,0.9518987375348114,KV,0.4157438278198242,7.633010244898081,0.4157438278198242,0.0
dequant,8,2048,18,2070,40,29,5.865471839904785,0.4044800102710724,1.563647985458374,0.020479999482631683,14.50126505874516,0.9493670911724253,KV,0.40140771865844727,7.346321524625288,0.40140771865844727,0.00759565747282831
dequant,8,2048,19,2071,7,,6.793216228485107,2.288640022277832,1.5656960010528564,0.01945599913597107,2.96823273313379,0.9914988818920474,KV,2.495488166809082,58.065287775231944,2.495488166809082,0.0
dequant,8,2048,19,2071,18,7,5.846015930175781,0.4034560024738312,1.5646719932556152,0.021503999829292297,14.489847453824815,0.946700508364138,KV,0.3768320083618164,6.8900957391250515,0.3768320083618164,0.06598983271724068
dequant,8,2048,19,2071,29,18,5.839871883392334,0.4044800102710724,1.5769599676132202,0.01945599913597107,14.437974028626527,0.9518987375348114,KV,0.4413437843322754,8.175261408922148,0.4413437843322754,0.0
dequant,8,2048,19,2071,40,29,5.8275837898254395,0.4034560024738312,1.5718400478363037,0.020479999482631683,14.44416182704687,0.9492385802737932,KV,0.3205118179321289,5.820004161339082,0.3205118179321289,0.20558421248691716
dequant,8,2048,20,2072,7,,6.724607944488525,2.2947840690612793,1.5790079832077026,0.026623999699950218,2.930388107164846,0.9883980370707205,KV,2.3613438606262207,54.11874723236989,2.3613438606262207,0.0
dequant,8,2048,20,2072,18,7,5.9269118309021,0.4044800102710724,1.5831040143966675,0.021503999829292297,14.653163766807738,0.9468354448100393,KV,0.4812798500061035,8.837906264956894,0.4812798500061035,0.0
dequant,8,2048,20,2072,29,18,5.865471839904785,0.4034560024738312,1.5738879442214966,0.020479999482631683,14.5380705800386,0.9492385802737932,KV,0.42598390579223633,7.831323664140741,0.42598390579223633,0.0
dequant,8,2048,20,2072,40,29,5.841919898986816,0.4044800102710724,1.5718400478363037,0.021503999829292297,14.44303735819159,0.9468354448100393,KV,0.40038394927978516,7.357921604861245,0.40038394927978516,0.010126732810707195
dequant,8,2048,21,2073,7,,6.696959972381592,2.2906880378723145,1.58515202999115,0.020479999482631683,2.923558276666082,0.9910594550004049,KV,2.37772798538208,55.04978645599081,2.37772798538208,0.0
dequant,8,2048,21,2073,18,7,5.876736164093018,0.4034560024738312,1.5769599676132202,0.01945599913597107,14.565990165121393,0.9517766521834484,KV,0.45568037033081055,8.405749500957798,0.45568037033081055,0.0
dequant,8,2048,21,2073,29,18,5.853184223175049,0.4034560024738312,1.5749119520187378,0.020479999482631683,14.507614677401401,0.9492385802737932,KV,0.37990427017211914,6.941071413014123,0.37990427017211914,0.058374970646866586
dequant,8,2048,21,2073,40,29,5.890048027038574,0.4034560024738312,1.5656960010528564,0.01945599913597107,14.59898474907586,0.9517766521834484,KV,0.43007993698120117,7.876967958189695,0.43007993698120117,0.0
dequant,8,2048,22,2074,7,,6.697984218597412,2.2947840690612793,1.598464012145996,0.020479999482631683,2.9187862635534754,0.9910754132561983,KV,2.3787522315979004,55.07350007496065,2.3787522315979004,0.0
dequant,8,2048,22,2074,18,7,5.928959846496582,0.4044800102710724,1.558527946472168,0.020479999482631683,14.658227096372801,0.9493670911724253,KV,0.5140476226806641,9.493184772594743,0.5140476226806641,0.0
dequant,8,2048,22,2074,29,18,5.847040176391602,0.4055039882659912,1.5626239776611328,0.020479999482631683,14.419192771431444,0.9494949493093573,KV,0.4300804138183594,7.9395164939171785,0.4300804138183594,0.0
dequant,8,2048,22,2074,40,29,5.849088191986084,0.4044800102710724,1.5790079832077026,0.01945599913597107,14.460759601113962,0.9518987375348114,KV,0.4208641052246094,7.753255917548174,0.4208641052246094,0.0
dequant,8,2048,23,2075,7,,7.111680030822754,2.7299840450286865,1.5841280221939087,0.01945599913597107,2.6050262248869753,0.9928732187386221,KV,2.786303997039795,64.41761306479759,2.786303997039795,0.0
dequant,8,2048,23,2075,18,7,5.87775993347168,0.4044800102710724,1.4335999488830566,0.020479999482631683,14.531645036135536,0.9493670911724253,KV,0.3952641487121582,7.209565939128135,0.3952641487121582,0.02278446727871164
dequant,8,2048,23,2075,29,18,5.819392204284668,0.4044800102710724,1.5861760377883911,0.020479999482631683,14.387341911865205,0.9493670911724253,KV,0.3768320083618164,6.923800468832848,0.3768320083618164,0.06835443336427671
dequant,8,2048,23,2075,40,29,5.855231761932373,0.4044800102710724,1.575935959815979,0.020479999482631683,14.475948410919845,0.9493670911724253,KV,0.41983985900878906,7.7241874460416735,0.41983985900878906,0.0
dequant,8,2048,24,2076,7,,6.782976150512695,2.314239978790283,1.5718400478363037,0.021503999829292297,2.93097354322707,0.9907079645903736,KV,2.445312023162842,56.37393655595999,2.445312023162842,0.0
dequant,8,2048,24,2076,18,7,5.937151908874512,0.4055039882659912,1.5831040143966675,0.020479999482631683,14.641414340369012,0.9494949493093573,KV,0.48537588119506836,8.903078166284637,0.48537588119506836,0.0
dequant,8,2048,24,2076,29,18,5.849088191986084,0.4055039882659912,1.5820800065994263,0.020479999482631683,14.424243315085134,0.9494949493093573,KV,0.41062402725219727,7.550367434889401,0.41062402725219727,0.0
dequant,8,2048,24,2076,40,29,5.8869757652282715,0.4044800102710724,1.5769599676132202,0.01945599913597107,14.554429429733666,0.9518987375348114,KV,0.4321279525756836,7.921906667558303,0.4321279525756836,0.0
dequant,8,2048,25,2077,7,,6.761472225189209,2.293760061264038,1.58515202999115,0.01945599913597107,2.947767876585626,0.9915178577460934,KV,2.415616035461426,55.58435277198475,2.415616035461426,0.0
dequant,8,2048,25,2077,18,7,5.832704067230225,0.4044800102710724,1.5615999698638916,0.020479999482631683,14.420252964593459,0.9493670911724253,KV,0.43929624557495117,8.145058933075974,0.43929624557495117,0.0
dequant,8,2048,25,2077,29,18,5.91871976852417,0.4055039882659912,1.581055998802185,0.01945599913597107,14.59595944748581,0.9520202027625709,KV,0.4526076316833496,8.280247831595668,0.4526076316833496,0.0
dequant,8,2048,25,2077,40,29,5.864448070526123,0.4055039882659912,1.558527946472168,0.020479999482631683,14.462121804531613,0.9494949493093573,KV,0.43724822998046875,8.05660824784568,0.43724822998046875,0.0
dequant,8,2048,26,2078,7,,6.751232147216797,2.303999900817871,1.5831040143966675,0.021503999829292297,2.930222412258027,0.990666666338979,KV,2.37772798538208,54.3666565161014,2.37772798538208,0.0
dequant,8,2048,26,2078,18,7,5.868544101715088,0.4055039882659912,1.5861760377883911,0.01945599913597107,14.472222891838992,0.9520202027625709,KV,0.4331521987915039,7.969107040074156,0.4331521987915039,0.0
dequant,8,2048,26,2078,29,18,5.87059211730957,0.4055039882659912,1.563647985458374,0.020479999482631683,14.47727343549268,0.9494949493093573,KV,0.43622398376464844,8.027133477983444,0.43622398376464844,0.0
dequant,8,2048,26,2078,40,29,5.804031848907471,0.4055039882659912,1.5779839754104614,0.025599999353289604,14.313131354703973,0.9368686866366965,KV,0.2805757522583008,5.079713631262741,0.2805757522583008,0.3080813990064716
dequant,8,2048,27,2079,7,,6.693888187408447,2.288640022277832,1.5667200088500977,0.025599999353289604,2.9248322681808956,0.9888143180648347,KV,2.3736319541931152,54.94192534100113,2.3736319541931152,0.0
dequant,8,2048,27,2079,18,7,5.8664960861206055,0.4055039882659912,1.5831040143966675,0.020479999482631683,14.467172348185303,0.9494949493093573,KV,0.43929624557495117,8.094344385350366,0.43929624557495117,0.0
dequant,8,2048,27,2079,29,18,5.8664960861206055,0.4055039882659912,1.5779839754104614,0.020479999482631683,14.467172348185303,0.9494949493093573,KV,0.4157443046569824,7.627283745900969,0.4157443046569824,0.0
dequant,8,2048,27,2079,40,29,5.8224639892578125,0.4065279960632324,1.5831040143966675,0.020479999482631683,14.322418248292477,0.9496221670316497,KV,0.37888002395629883,6.96012087572003,0.37888002395629883,0.0680100076124478
dequant,8,2048,28,2080,7,,6.7645440101623535,2.27839994430542,1.5892479419708252,0.020479999482631683,2.9689888410809955,0.9910112359624047,KV,2.4330239295959473,56.17021009580072,2.4330239295959473,0.0
dequant,8,2048,28,2080,18,7,5.885951995849609,0.4055039882659912,1.5800319910049438,0.020479999482631683,14.515151924939161,0.9494949493093573,KV,0.4157438278198242,7.6001463755914695,0.4157438278198242,0.0
dequant,8,2048,28,2080,29,18,6.610943794250488,0.4055039882659912,1.6046080589294434,0.02457600086927414,16.303030267396593,0.9393939354965025,KV,1.2001276016235352,22.180158388283246,1.2001276016235352,0.0
dequant,8,2048,28,2080,40,29,5.900288105010986,0.4065279960632324,1.5738879442214966,0.020479999482631683,14.513854303144328,0.9496221670316497,KV,0.48435211181640625,8.943091506713174,0.48435211181640625,0.0
dequant,8,2048,29,2081,7,,6.972415924072266,2.4842240810394287,1.5841280221939087,0.020479999482631683,2.806677536575092,0.9917559773939303,KV,2.6327037811279297,60.665401169712986,2.6327037811279297,0.0
dequant,8,2048,29,2081,18,7,5.922815799713135,0.4055039882659912,1.5718400478363037,0.020479999482631683,14.606060534793189,0.9494949493093573,KV,0.468991756439209,8.599319536493033,0.468991756439209,0.0
dequant,8,2048,29,2081,29,18,5.915647983551025,0.4055039882659912,1.5841280221939087,0.020479999482631683,14.588384219961466,0.9494949493093573,KV,0.478208065032959,8.794728258133858,0.478208065032959,0.0
dequant,8,2048,29,2081,40,29,5.875711917877197,0.4055039882659912,1.5882240533828735,0.01945599913597107,14.489899206670716,0.9520202027625709,KV,0.4802560806274414,8.901121519924143,0.4802560806274414,0.0
dequant,8,2048,30,2082,7,,6.746111869812012,2.3060479164123535,1.5718400478363037,0.021503999829292297,2.9253996943425666,0.9906749553310465,KV,2.3306241035461426,52.782936493494724,2.3306241035461426,0.0
dequant,8,2048,30,2082,18,7,5.809152126312256,0.4065279960632324,1.5831040143966675,0.020479999482631683,14.28967299316991,0.9496221670316497,KV,0.3563523292541504,6.535217549091195,0.3563523292541504,0.12342487428904547
dequant,8,2048,30,2082,29,18,5.8787841796875,0.4065279960632324,1.5820800065994263,0.021503999829292297,14.460957760884686,0.9471032744668647,KV,0.42700815200805664,7.832459547862484,0.42700815200805664,0.0
dequant,8,2048,30,2082,40,29,5.9852800369262695,0.4044800102710724,1.5882240533828735,0.01945599913597107,14.797468069967374,0.9518987375348114,KV,0.5744638442993164,10.616953595320968,0.5744638442993164,0.0
dequant,8,2048,31,2083,7,,6.709248065948486,2.313215970993042,1.5872000455856323,0.020479999482631683,2.9003984712539697,0.9911465251237048,KV,2.376704216003418,54.85701468511511,2.376704216003418,0.0
dequant,8,2048,31,2083,18,7,5.855231761932373,0.4065279960632324,1.5605759620666504,0.020479999482631683,14.403022223890419,0.9496221670316497,KV,0.4065279960632324,7.461003819105329,0.4065279960632324,0.0
dequant,8,2048,31,2083,29,18,5.865471839904785,0.4065279960632324,1.581055998802185,0.01945599913597107,14.428211332811761,0.9521410595964347,KV,0.42905569076538086,7.892252524363891,0.42905569076538086,0.0
dequant,8,2048,31,2083,40,29,5.893119812011719,0.4065279960632324,1.5779839754104614,0.020479999482631683,14.49622134042421,0.9496221670316497,KV,0.4229116439819336,7.731180075625065,0.4229116439819336,0.0
